"id","wd_id","wp_id","slug","name","occupation","prob_ratio","gender","twitter","alive","l","hpi_raw","bplace_name","bplace_lat","bplace_lon","bplace_geonameid","bplace_country","birthdate","birthyear","dplace_name","dplace_lat","dplace_lon","dplace_geonameid","dplace_country","deathdate","deathyear","bplace_geacron_name","dplace_geacron_name","is_group","l_","age","non_en_page_views","coefficient_of_variation","hpi"
15941,"Q6527",15941,"Jean-Jacques_Rousseau","Jean-Jacques Rousseau","PHILOSOPHER",0,"M",,FALSE,157,32.56459416118446,"Geneva",46.20166667,6.14694444,12521,"Switzerland","1712-06-28",1712,"Ermenonville",49.1267,2.6967,332379,"France","1778-07-02",1778,"geneva","ermenonville",FALSE,18.170532367993964,66,1083180,4.006511660644226,91.26782
1329090,"Q5152",1329090,"Mustafa_Kemal_Atatürk","Mustafa Kemal Atatürk","POLITICIAN",0,"M",,FALSE,205,32.56299272533312,"Thessaloniki",40.64027778,22.93472222,40471,"Greece",,1881,"Dolmabahçe Palace",41.03944444,29.00166667,562898,"Türkiye","1938-11-10",1938,"thessaloniki","dolmabahce-palace",FALSE,15.225734519070459,57,2044380,5.178777217897163,91.263332
20754760,"Q7523",20754760,"Kublai_Khan","Kublai Khan","POLITICIAN",0,"M",,FALSE,101,32.52271832590288,,,,,"China","1215-09-23",1215,"Khanbaliq",39.93333333,116.4,870981,"China","1294-02-18",1294,,"khanbaliq",FALSE,22.70519086785602,79,692771,2.4207000331131714,91.150456
26743,"Q9215",26743,"Sigmund_Freud","Sigmund Freud","PSYCHOLOGIST",0,"M",,FALSE,188,32.49975351446859,"Příbor",49.64083333,18.145,2663085,"Czechia","1856-05-06",1856,"Hampstead",51.5541,-0.1744,94033,"United Kingdom","1939-09-23",1939,"pribor","hampstead",FALSE,15.389700583390002,83,1951355,5.078427544240064,91.086093
45080,"Q7328",45080,"Vasco_da_Gama","Vasco da Gama","EXPLORER",0,"M",,FALSE,167,32.491718997037594,"Sines",37.95472222,-8.86444444,1854133,"Portugal",,1460,"Kochi",9.93119444,76.26730556,56274,"India","1524-12-24",1524,"sines","kochi",FALSE,17.719057509640873,64,778821,4.673829693412543,91.063575
4068,"Q1290",4068,"Blaise_Pascal","Blaise Pascal","MATHEMATICIAN",0,"M",,FALSE,136,32.48261107474195,"Clermont-Ferrand",45.7831,3.0824,83240,"France","1623-06-19",1623,"Paris",48.85666667,2.35222222,22989,"France","1662-08-19",1662,"clermont-ferrand","paris",FALSE,21.402220761897233,39,667804,3.343318644207056,91.038048
16509,"Q7226",16509,"Joan_of_Arc","Joan of Arc","MILITARY PERSONNEL",0,"F",,FALSE,154,32.4779047128861,"Domrémy-la-Pucelle",48.4431,5.6758,238511,"France",,1412,"Rouen",49.44277778,1.08861111,49114,"France","1431-05-30",1431,"domremy-la-pucelle","rouen",FALSE,11.924876781174524,19,2150982,5.040882077249451,91.024858
1425,"Q1340",1425,"Antonio_Vivaldi","Antonio Vivaldi","COMPOSER",0,"M",,FALSE,147,32.469135741290714,"Venice",45.4375,12.33583333,32616,"Italy","1678-03-04",1678,"Vienna",48.20833333,16.3725,55866,"Austria","1741-07-28",1741,"venice","vienna",FALSE,18.908632524714108,63,886226,3.688020133524505,91.000281
44525,"Q5597",44525,"Raphael","Raphael","PAINTER",0,"M",,FALSE,169,32.46643272652256,"Urbino",43.71666667,12.63333333,410081,"Italy","1483-04-06",1483,"Rome",41.89333333,12.48277778,25458,"Italy","1520-04-06",1520,"urbino","rome",FALSE,17.108687328950307,37,773466,4.545176535251155,90.992706
99598,"Q7192",99598,"Qin_Shi_Huang","Qin Shi Huang","POLITICIAN",0,"M",,FALSE,181,32.46433365170329,"Handan",36.601,114.487,1375980,"China","0258-01-27 BC",-258,"Guangzong County",37.0747,115.1426,12823502,"China","0210-09-10 BC",-210,"handan","guangzong-county",FALSE,13.931113739764319,48,1086683,4.8668286454019345,90.986823
19242322,"Q5879",19242322,"Johann_Wolfgang_von_Goethe","Johann Wolfgang von Goethe","WRITER",0,"M",,FALSE,188,32.45635548594109,"Free City of Frankfurt",50.11027778,8.68222222,7501745,"Germany","1749-08-28",1749,"Weimar",50.98111111,11.32944444,47198,"Germany","1832-03-22",1832,"free-city-of-frankfurt","weimar",FALSE,16.17761823515093,83,1142818,4.889332353746979,90.964463
39034,"Q132537",39034,"J._Robert_Oppenheimer","J. Robert Oppenheimer","PHYSICIST",0,"M",,FALSE,101,32.41565602889772,"New York City",40.71277778,-74.00611111,645042,"United States","1904-04-22",1904,"Princeton, New Jersey",40.358244,-74.666728,84658,"United States","1967-02-18",1967,"new-york-city","princeton-new-jersey",FALSE,16.84047683117341,63,3673331,2.824119709667406,90.850395
19085400,"Q128267",19085400,"Saint_Joseph","Saint Joseph","RELIGIOUS FIGURE",0,"M",,FALSE,88,32.38492265113424,"Nazareth",32.70194444,35.30333333,21702,"Israel","0100-01-01 BC",-100,"Nazareth",32.70194444,35.30333333,21702,"Israel",,100,"nazareth","nazareth",FALSE,20.616701363776315,200,969063,2.4325279145101706,90.76426
25439083,"Q8462",25439083,"Timur","Timur","MILITARY PERSONNEL",0,"M",,FALSE,139,32.374969232391166,"Shahrisabz",39.05,66.83333333,1798979,"Uzbekistan","1336-04-09",1336,"Otrar",42.8525,68.30277778,3276083,"Kazakhstan","1405-02-19",1405,"shahrisabz","otrar",FALSE,13.551908205564494,69,1575136,4.3050023368442165,90.736364
63747,"Q36107",63747,"Muhammad_Ali","Muhammad Ali","BOXER",0,"M","MuhammadAli",FALSE,139,32.37001654340588,"Louisville, Kentucky",38.25611111,-85.75138889,58592,"United States","1942-01-17",1942,"Scottsdale, Arizona",33.49305556,-111.92611111,106659,"United States","2016-06-03",2016,"louisville-kentucky","scottsdale-arizona",FALSE,20.28883518381827,74,1826586,3.0788364044163883,90.722483
46755,"Q280856",46755,"George_VI","George VI","POLITICIAN",0,"M",,FALSE,108,32.365143093219835,"York Cottage",52.8263,0.5162,19787150,"United Kingdom","1895-12-14",1895,"Sandringham House",52.82972222,0.51388889,977878,"United Kingdom","1952-02-06",1952,"york-cottage","sandringham-house",FALSE,20.185788349250977,57,1875371,2.623680102500458,90.708824
15872,"Q892",15872,"J._R._R._Tolkien","J. R. R. Tolkien","WRITER",0,"M",,FALSE,156,32.35916623725988,"Bloemfontein",-29.11666667,26.21666667,44552,"South Africa","1892-01-03",1892,"Bournemouth",50.72001,-1.87995,165530,"United Kingdom","1973-09-02",1973,"bloemfontein","bournemouth",FALSE,18.511506772681926,81,1403495,3.523476555926615,90.692073
51695,"Q51056",51695,"Franz_Joseph_I_of_Austria","Franz Joseph I of Austria","POLITICIAN",0,"M",,FALSE,84,32.34541034913404,"Schönbrunn Palace",48.184516,16.311865,165202,"Austria","1830-08-18",1830,"Schönbrunn Palace",48.184516,16.311865,165202,"Austria","1916-11-21",1916,"schonbrunn-palace","schonbrunn-palace",FALSE,15.771172730264098,86,3679563,2.5975286771198967,90.65352
3408,"Q35802",3408,"Baruch_Spinoza","Baruch Spinoza","PHILOSOPHER",0,"M",,FALSE,117,32.33870177379555,"Amsterdam",52.37277778,4.89361111,844,"Netherlands","1632-11-24",1632,"The Hague",52.08,4.31,30269,"Netherlands","1677-02-21",1677,"amsterdam","the-hague",FALSE,19.81371093624977,45,803286,2.898094001321177,90.634718
649861,"Q9038",649861,"Muhammad_ibn_Musa_al-Khwarizmi","Muhammad ibn Musa al-Khwarizmi","MATHEMATICIAN",0,"M",,FALSE,148,32.332990272654314,"Khwarazm",42.18960833,59.32617222,317992,"Turkmenistan",,780,"Baghdad",33.31527778,44.36611111,4492,"Iraq",,850,"khwarazm","baghdad",FALSE,16.491490308193242,70,793489,3.796996621104806,90.618711
4254144,"Q5598",4254144,"Rembrandt","Rembrandt","PAINTER",0,"M",,FALSE,175,32.32243874909041,"Leiden",52.16,4.49,46599,"Netherlands","1606-07-15",1606,"Amsterdam",52.37277778,4.89361111,844,"Netherlands","1669-10-04",1669,"leiden","amsterdam",FALSE,17.69157555132001,63,672488,4.606429751038383,90.589138
15745,"Q8958",15745,"Johannes_Gutenberg","Johannes Gutenberg","INVENTOR",0,"M",,FALSE,160,32.317870088707345,"Mainz",49.99944444,8.27361111,20537,"Germany",,1394,"Mainz",49.99944444,8.27361111,20537,"Germany","1468-02-03",1468,"mainz","mainz",FALSE,18.75317730662571,74,585424,4.298163003479104,90.576334
51271,"Q7732",51271,"Louis_XVI_of_France","Louis XVI of France","POLITICIAN",0,"M",,FALSE,109,32.28960478877277,"Palace of Versailles",48.80480556,2.12033333,53316,"France","1754-08-23",1754,"Place de la Concorde",48.8656331,2.3212357,80899,"France","1793-01-21",1793,"palace-of-versailles","place-de-la-concorde",FALSE,17.08417103602114,39,1695704,3.17110078046096,90.497115
21492751,"Q8023",21492751,"Nelson_Mandela","Nelson Mandela","SOCIAL ACTIVIST",0,"M","NelsonMandela",FALSE,230,32.273756451614375,"Mvezo",-31.95,28.516,11098265,"South Africa","1918-07-18",1918,"Johannesburg",-26.20444444,28.04555556,58893,"South Africa","2013-12-05",2013,"mvezo","johannesburg",FALSE,13.92805934919465,95,2217739,6.378579049392411,90.452698
21444,"Q1399",21444,"Niccolò_Machiavelli","Niccolò Machiavelli","PHILOSOPHER",0,"M",,FALSE,151,32.27143365505152,"Florence",43.77138889,11.25416667,11525,"Italy","1469-05-03",1469,"Sant'Andrea in Percussina",43.68277778,11.19722222,2774991,"Italy","1527-06-21",1527,"florence","santandrea-in-percussina",FALSE,14.836253467716782,58,1098037,4.707703677776542,90.446188
1623,"Q11817",1623,"Andrew_Jackson","Andrew Jackson","POLITICIAN",0,"M",,FALSE,136,32.27105612958877,"Waxhaws",34.9259,-80.7459,1478960,"United States","1767-03-15",1767,"Nashville, Tennessee",36.16222222,-86.77444444,22018,"United States","1845-06-08",1845,"waxhaws","nashville-tennessee",FALSE,25.022895981928414,78,441023,2.7082483670781903,90.44513
2030,"Q8018",2030,"Augustine_of_Hippo","Augustine of Hippo","PHILOSOPHER",0,"M",,FALSE,157,32.252403140050006,,,,,"Algeria","0354-11-13",354,"Hippo Regius",36.8825,7.75,84910,"Algeria","0430-08-28",430,,"hippo-regius",FALSE,11.290773537802085,76,1778823,4.866694030902171,90.392851
9549,"Q16867",9549,"Edgar_Allan_Poe","Edgar Allan Poe","WRITER",0,"M",,FALSE,148,32.2380171264127,"Boston",42.36027778,-71.05777778,24437894,"United States","1809-01-19",1809,"Baltimore",39.28944444,-76.61527778,26997138,"United States","1849-10-07",1849,"boston","baltimore",FALSE,18.127770605502942,40,1071091,3.7170471843683655,90.352532
11319,"Q37388",11319,"Francis_Bacon","Francis Bacon","PHILOSOPHER",0,"M",,FALSE,116,32.22658186866594,"Strand, London",51.5114,-0.119,314644,"United Kingdom","1561-01-22",1561,"Highgate",51.5716,-0.1448,94097,"United Kingdom","1626-04-09",1626,"strand-london","highgate",FALSE,22.6573451568544,65,491991,2.877071370204788,90.320483
13486,"Q5264",13486,"Hippocrates","Hippocrates","PHYSICIAN",0,"M",,FALSE,121,32.179956332999076,"Kos",36.85,27.23333333,247998,"Greece",,-460,"Larissa",39.64166667,22.41666667,18490,"Greece",,-370,"kos","larissa",FALSE,20.53075179367483,90,581740,3.3606805271004556,90.189807
10671,"Q9358",10671,"Friedrich_Nietzsche","Friedrich Nietzsche","PHILOSOPHER",0,"M",,FALSE,174,32.17258584525283,"Röcken",51.24083333,12.11611111,2764531,"Germany","1844-10-15",1844,"Weimar",50.98111111,11.32944444,47198,"Germany","1900-08-25",1900,"rocken","weimar",FALSE,14.145434908003212,56,1829924,5.0229458887028855,90.16915
5233,"Q1043",5233,"Carl_Linnaeus","Carl Linnaeus","BIOLOGIST",0,"M",,FALSE,182,32.170554080403406,"Råshult",56.618,14.202,2349684,"Sweden","1707-05-23",1707,"Linnaeus's Hammarby",59.8175,17.77638889,32275733,"Sweden","1778-01-10",1778,"rashult","linnaeuss-hammarby",FALSE,19.17106060232307,71,578868,4.804410191779482,90.163455
13550,"Q5673",13550,"Hans_Christian_Andersen","Hans Christian Andersen","WRITER",0,"M",,FALSE,180,32.160487174622034,"Odense",55.39583333,10.38861111,22512,"Denmark","1805-04-02",1805,"Østerbro",55.711,12.578,2979147,"Denmark","1875-08-04",1875,"odense","osterbro",FALSE,16.651103111045117,70,987100,4.681347278968915,90.135241
13574,"Q26825",13574,"Herodotus","Herodotus","HISTORIAN",0,"M",,FALSE,143,32.13333586444082,"Halicarnassus",37.03777778,27.42416667,147628,"Türkiye","0484-01-01 BC",-484,"Calabria",39,16.5,44772,"Italy","0425-01-01 BC",-425,"halicarnassus","calabria",FALSE,18.48808749888244,59,610129,4.182563930557045,90.059145
32817,"Q7747",32817,"Vladimir_Putin","Vladimir Putin","POLITICIAN",0,"M","KremlinRussia",TRUE,229,32.123696516845335,"Saint Petersburg",59.9375,30.30861111,24320051,"Russia","1952-10-07",1952,,,,,,,,"saint-petersburg",,FALSE,12.897341157511647,73,6744940,6.061790863271399,90.032129
9331,"Q8747",9331,"Euclid","Euclid","MATHEMATICIAN",0,"M",,FALSE,166,32.11845152246072,"Alexandria",31.1975,29.8925,3080,"Egypt",,-350,,,,,,,-240,"alexandria",,FALSE,18.82225298489577,110,470244,4.5699527378088485,90.017429
1436,"Q9181",1436,"Abraham","Abraham","RELIGIOUS FIGURE",0,"M",,FALSE,170,32.108564070149605,,,,,"Iraq",,-1813,"Canaan",32,35,50250,"Israel",,-1638,,"canaan",FALSE,17.192634464773697,175,1570446,4.524671603702507,89.989718
40112,"Q5577",40112,"Salvador_Dalí","Salvador Dalí","PAINTER",0,"M",,FALSE,201,32.086376890902514,"Figueres",42.26666667,2.965,61402,"Spain","1904-05-11",1904,"Figueres",42.26666667,2.965,61402,"Spain","1989-01-23",1989,"figueres","figueres",FALSE,15.953129072777902,85,1335098,5.07075529265459,89.927535
7426,"Q81506",7426,"Charles_I_of_England","Charles I of England","POLITICIAN",0,"M",,FALSE,93,32.077727316884534,"Dunfermline Palace",56.0694,-3.4638,1141840,"United Kingdom","1600-11-19",1600,"Palace of Whitehall",51.50444444,-0.12555556,323722,"United Kingdom","1649-01-30",1649,"dunfermline-palace","palace-of-whitehall",FALSE,20.049047373219484,49,763304,2.447106052299334,89.903293
5142,"Q882",5142,"Charlie_Chaplin","Charlie Chaplin","ACTOR",0,"M","ChaplinOfficial",FALSE,197,32.05910850714432,"Walworth",51.4898,-0.0905,94363,"United Kingdom","1889-04-16",1889,"Corsier-sur-Vevey",46.46666667,6.85,1591188,"Switzerland","1977-12-25",1977,"walworth","corsier-sur-vevey",FALSE,12.993383592213668,88,2183221,5.907500325067538,89.85111
5314,"Q3044",5314,"Charlemagne","Charlemagne","POLITICIAN",0,"M",,FALSE,161,32.0590318082172,"Aachen",50.77555556,6.08361111,1520,"Germany","0748-04-02",748,"Aachen",50.77555556,6.08361111,1520,"Germany","0814-01-28",814,"aachen","aachen",FALSE,10.85781559673703,66,1751329,5.653782864561399,89.850895
46823,"Q269412",46823,"George_V","George V","POLITICIAN",0,"M",,FALSE,98,32.057613329475224,"Marlborough House",51.505,-0.13583333,212748,"United Kingdom","1865-06-03",1865,"Sandringham House",52.82972222,0.51388889,977878,"United Kingdom","1936-01-20",1936,"marlborough-house","sandringham-house",FALSE,19.613208715393636,71,1474359,2.53305493614123,89.84692
269055,"Q79972",269055,"James_VI_and_I","James VI and I","POLITICIAN",0,"M",,FALSE,86,32.05072716683981,"Edinburgh Castle",55.94861111,-3.20083333,73309,"United Kingdom","1566-06-19",1566,"Theobalds House",51.68888889,-0.05611111,2706358,"United Kingdom","1625-03-27",1625,"edinburgh-castle","theobalds-house",FALSE,18.673903697783434,59,941512,2.431817742878593,89.82762
18622119,"Q7243",18622119,"Leo_Tolstoy","Leo Tolstoy","WRITER",0,"M",,FALSE,183,32.046635269039186,"Yasnaya Polyana",54.07611111,37.52611111,5334248,"Russia","1828-09-09",1828,"Lev Tolstoy (rural locality)",53.21666667,39.45,5622425,"Russia","1910-11-20",1910,"yasnaya-polyana","lev-tolstoy-rural-locality",FALSE,13.051721550077549,82,1717518,5.352660992195569,89.816152
24027,"Q37278",24027,"Pope_John_Paul_I","Pope John Paul I","RELIGIOUS FIGURE",0,"M",,FALSE,110,32.03954409076147,"Canale d'Agordo",46.35,11.91666667,1681797,"Italy","1912-10-17",1912,"Apostolic Palace",41.90361111,12.45638889,313895,"Vatican City","1978-09-28",1978,"canale-dagordo","apostolic-palace",FALSE,11.673173362747756,66,5870712,3.566480551167666,89.796278
44324,"Q1434",44324,"Commodus","Commodus","POLITICIAN",0,"M",,FALSE,79,32.0384516960605,"Lanuvium",41.674696,12.69758,657960,"Italy","0161-08-31",161,"Rome",41.89333333,12.48277778,25458,"Italy","0192-12-31",192,"lanuvium","rome",FALSE,16.69411873643385,31,1318723,2.473473715323032,89.793216
17949,"Q8763",17949,"Fibonacci","Fibonacci","MATHEMATICIAN",0,"M",,FALSE,115,32.018689980701076,"Pisa",43.71666667,10.4,24636,"Italy",,1170,"Pisa",43.71666667,10.4,24636,"Italy",,1240,"pisa","pisa",FALSE,23.09795366043639,70,352144,2.7328634304718165,89.73783
12153654,"Q9682",12153654,"Elizabeth_II","Elizabeth II","NOBLEMAN",0,"F","royalfamily",FALSE,208,32.0133595945685,"Mayfair",51.51,-0.147,94167,"United Kingdom","1926-04-21",1926,"Balmoral Castle",57.04083333,-3.23,4644,"United Kingdom","2022-09-08",2022,"mayfair","balmoral-castle",FALSE,10.370577049640342,96,4338557,6.940630154042076,89.722891
46721,"Q20875",46721,"Edward_VII","Edward VII","NOBLEMAN",0,"M",,FALSE,96,31.99926479356801,"Buckingham Palace",51.50083333,-0.14194444,3969,"United Kingdom","1841-11-09",1841,"Buckingham Palace",51.50083333,-0.14194444,3969,"United Kingdom","1910-05-06",1910,"buckingham-palace","buckingham-palace",FALSE,20.160836986847638,69,1185747,2.4219669521561102,89.683388
10245,"Q83229",10245,"Edward_VI_of_England","Edward VI of England","POLITICIAN",0,"M",,FALSE,83,31.993183566870297,"Hampton Court Palace",51.40333333,-0.3375,52947,"United Kingdom","1537-10-12",1537,"Palace of Placentia",51.48222222,-0.00666667,340025,"United Kingdom","1553-07-06",1553,"hampton-court-palace","palace-of-placentia",FALSE,20.20456733872408,16,734369,2.2897682075345105,89.666344
10858,"Q905",10858,"Franz_Kafka","Franz Kafka","WRITER",0,"M",,FALSE,171,31.97789488476227,"Prague",50.0875,14.42138889,23844,"Czechia","1883-07-03",1883,"Klosterneuburg",48.30416667,16.31666667,1210224,"Austria","1924-06-03",1924,"prague","klosterneuburg",FALSE,14.481648130342407,41,1773701,5.0261238126828145,89.623495
153029,"Q150782",153029,"Empress_Elisabeth_of_Austria","Empress Elisabeth of Austria","COMPANION",0,"F",,FALSE,72,31.972906913890426,"Munich",48.1375,11.575,19058,"Germany","1837-12-24",1837,"Geneva",46.20166667,6.14694444,12521,"Switzerland","1898-09-10",1898,"munich","geneva",FALSE,12.331649638433142,61,6431011,2.8826219038151977,89.609516
42146,"Q535",42146,"Victor_Hugo","Victor Hugo","WRITER",0,"M",,FALSE,179,31.94239611734196,"Besançon",47.24,6.02,86918,"France","1802-02-26",1802,"French Third Republic",48.87027778,2.31638889,227177,"France","1885-05-22",1885,"besancon","french-third-republic",FALSE,13.412213091038923,83,1353705,5.173309986610092,89.524004
2402,"Q5580",2402,"Albrecht_Dürer","Albrecht Dürer","PAINTER",0,"M",,FALSE,158,31.94025544071439,"Nuremberg",49.45388889,11.0775,21287,"Germany","1471-05-21",1471,"Nuremberg",49.45388889,11.0775,21287,"Germany","1528-04-06",1528,"nuremberg","nuremberg",FALSE,17.161090193414672,57,500569,4.378108335809451,89.518004
54520372,"Q6109517",54520372,"Pope_Leo_XIV","Pope Leo XIV","RELIGIOUS FIGURE",,"M","drprevost",TRUE,143,31.939924535337788,"Chicago",41.88194444,-87.62777778,6886,"United States","1955-09-14",1955,,,,,,,,"chicago",,FALSE,7.346904667477284,70,12696097,1.1569295969528808,89.517077
19046,"Q34503",19046,"Mehmed_the_Conqueror","Mehmed the Conqueror","POLITICIAN",0,"M",,FALSE,106,31.92983908000064,"Edirne",41.67694444,26.55555556,216887,"Türkiye","1432-03-30",1432,"Gebze",40.8,29.43333333,2179143,"Türkiye","1481-05-03",1481,"edirne","gebze",FALSE,12.246633309491877,49,2008617,4.06897192288064,89.488811
32375,"Q9068",32375,"Voltaire","Voltaire","WRITER",0,"M",,FALSE,174,31.912461880140768,"Paris",48.85666667,2.35222222,22989,"France","1694-11-21",1694,"Paris",48.85666667,2.35222222,22989,"France","1778-05-30",1778,"paris","paris",FALSE,14.00312828272547,84,960379,5.179130607180694,89.440108
22505048,"Q5208",22505048,"Huang_Xianfan","Huang Xianfan","POLITICIAN",0,"M",,FALSE,170,31.8992151641008,"Fusui County",22.635,107.9042,24632872,"China","1899-11-13",1899,"Guilin",25.275,110.296,304460,"China","1982-01-18",1982,"fusui-county","guilin",FALSE,66.07056467243045,83,43386,2.5101949622236526,89.402982
28329,"Q37085",28329,"Solomon","Solomon","RELIGIOUS FIGURE",0,"M",,FALSE,107,31.896808944269495,"Palestine (region)",31.6253,35.1453,1114732,,"1011-01-01 BC",-1011,"Jerusalem",31.78333333,35.21666667,16043,"Israel","0931-01-01 BC",-931,"palestine-region","jerusalem",FALSE,14.070507411968551,80,1378046,3.8809495242440226,89.396238
24503,"Q7315",24503,"Pyotr_Ilyich_Tchaikovsky","Pyotr Ilyich Tchaikovsky","COMPOSER",0,"M",,FALSE,155,31.893854720678767,"Votkinsk",57.05,54,417263,"Russia","1840-04-25",1840,"Saint Petersburg",59.9375,30.30861111,24320051,"Russia","1893-10-25",1893,"votkinsk","saint-petersburg",FALSE,15.384976234091729,53,1357097,4.6941994594077805,89.387958
15600,"Q6882",15600,"James_Joyce","James Joyce","WRITER",0,"M",,FALSE,155,31.891859153099773,"Rathgar",53.31166667,-6.27433333,1049711,"Ireland","1882-02-02",1882,"Zürich",47.37444444,8.54111111,40334603,"Switzerland","1941-01-13",1941,"rathgar","zurich",FALSE,25.674366727418317,59,390314,3.12870678867786,89.382366
26984,"Q7235",26984,"Sophocles","Sophocles","WRITER",0,"M",,FALSE,148,31.868028110858663,"Colonus (Attica)",37.99907,23.721885,1210915,"Greece","0497-01-01 BC",-497,"Classical Athens",37.97,23.72,13517898,"Greece","0406-01-01 BC",-406,"colonus-attica","classical-athens",FALSE,20.484759417056175,91,345565,4.061640474659602,89.315575
405374,"Q39619",405374,"Ali","Ali","RELIGIOUS FIGURE",0,"M",,FALSE,122,31.86641071270961,"Mecca",21.4225,39.82333333,21021,"Saudi Arabia","0601-09-15",601,"Kufa",32.03,44.4,468383,"Iraq","0661-01-29",661,"mecca","kufa",FALSE,11.784878040631927,60,1668658,4.418004673779577,89.311042
33521,"Q35041",33521,"William_McKinley","William McKinley","POLITICIAN",0,"M",,FALSE,124,31.85934915371821,"Niles, Ohio",41.18527778,-80.75722222,129879,"United States","1843-01-29",1843,"Buffalo, New York",42.88638889,-78.87805556,3985,"United States","1901-09-14",1901,"niles-ohio","buffalo-new-york",FALSE,19.916156090755578,58,764881,2.902723328575598,89.291251
12958,"Q7317",12958,"Giuseppe_Verdi","Giuseppe Verdi","COMPOSER",0,"M",,FALSE,147,31.85361249137558,"Le Roncole",44.9525,10.07222222,2472751,"Italy","1813-10-10",1813,"Milan",45.46694444,9.19,36511,"Italy","1901-01-27",1901,"le-roncole","milan",FALSE,19.51637187501688,88,631032,3.628546504680046,89.275173
80756,"Q8467",80756,"Umar","Umar","POLITICIAN",0,"M",,FALSE,135,31.85234674905957,"Mecca",21.4225,39.82333333,21021,"Saudi Arabia","0585-01-01",585,"Medina",24.47,39.61,36636,"Saudi Arabia","0644-11-03",644,"mecca","medina",FALSE,12.404989207901863,59,1259774,4.589335958409977,89.271625
41906,"Q41163",41906,"Al_Pacino","Al Pacino","ACTOR",0,"M",,TRUE,122,31.850144535648617,"Manhattan",40.78333333,-73.96666667,45470,"United States","1940-04-25",1940,,,,,,,,"manhattan",,FALSE,16.802165395716564,85,2021209,3.0796469644619444,89.265453
17740,"Q529",17740,"Louis_Pasteur","Louis Pasteur","CHEMIST",0,"M",,FALSE,164,31.84227664988196,"Dole, Jura",47.0931,5.4906,362506,"France","1822-12-27",1822,"Marnes-la-Coquette",48.8303,2.1772,3216367,"France","1895-09-28",1895,"dole-jura","marnes-la-coquette",FALSE,18.069639929860106,73,726591,4.3697663138892935,89.243402
15736,"Q8963",15736,"Johannes_Kepler","Johannes Kepler","ASTRONOMER",0,"M",,FALSE,149,31.839892506685178,"Weil der Stadt",48.75083333,8.87055556,852374,"Germany","1571-12-27",1571,"Regensburg",49.01666667,12.08333333,49117,"Germany","1630-11-15",1630,"weil-der-stadt","regensburg",FALSE,18.10154695964109,59,477640,4.262610399732767,89.23672
18835362,"Q590227",18835362,"Edward_VIII","Edward VIII","POLITICIAN",0,"M",,FALSE,96,31.83869889165786,"White Lodge, Richmond Park",51.4452,-0.2648,5298643,"United Kingdom","1894-06-23",1894,"Villa Windsor",48.8742,2.2523,35637431,"France","1972-05-28",1972,"white-lodge-richmond-park","villa-windsor",FALSE,19.661987738848303,78,1387680,2.477443715404881,89.233375
61404,"Q40026",61404,"Sylvester_Stallone","Sylvester Stallone","ACTOR",0,"M","TheSlyStallone",TRUE,107,31.827579090450246,"New York City",40.71277778,-74.00611111,645042,"United States","1946-07-06",1946,,,,,,,,"new-york-city",,FALSE,17.413079801615837,79,2641496,2.8470068290657826,89.20221
43373,"Q43203",43373,"Clint_Eastwood","Clint Eastwood","ACTOR",0,"M","RealEastwood",TRUE,108,31.826386237467513,"San Francisco",37.7775,-122.41638889,49728,"United States","1930-05-31",1930,,,,,,,,"san-francisco",,FALSE,14.694481689782044,95,3020273,3.060584343524582,89.198867
31752,"Q34836",31752,"Ulysses_S._Grant","Ulysses S. Grant","POLITICIAN",0,"M",,FALSE,135,31.823762709887916,"Point Pleasant, Ohio",38.89444444,-84.23388889,1098871,"United States","1822-04-27",1822,"Wilton, New York",43.18,-73.74416667,127129,"United States","1885-07-23",1885,"point-pleasant-ohio","wilton-new-york",FALSE,23.31109254427401,63,418216,2.889451738667399,89.191514
162276,"Q5588",162276,"Frida_Kahlo","Frida Kahlo","PAINTER",0,"F","FridaKahlo",FALSE,166,31.802558781143652,"Mexico City",19.43333333,-99.13333333,18987,"Mexico","1907-07-06",1907,"Mexico City",19.43333333,-99.13333333,18987,"Mexico","1954-07-13",1954,"mexico-city","mexico-city",FALSE,11.541167082367298,47,2728542,4.825223514921308,89.132086
